# BUSCO version is: 2.0 
# The lineage dataset is: diptera_odb9 (Creation date: 2016-10-21, number of species: 25, number of BUSCOs: 2799)
# To reproduce this run: python /pub/jje/ee282/bin/busco/BUSCO.py -i ./Assemble_MinION_reads/nanopore_assembly/nanopore_assembly/data/processed/unitigs.fa -o unitigs_diptera_odb9 -l /pub/jje/ee282/bin/busco/lineages/diptera_odb9/ -m genome -c 32 -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09150006	Missing
EOG09150009	Missing
EOG0915000C	Missing
EOG0915000S	Missing
EOG0915000X	Missing
EOG0915000Y	Missing
EOG0915001B	Missing
EOG0915001M	Missing
EOG0915001T	Missing
EOG09150020	Missing
EOG09150025	Missing
EOG09150029	Missing
EOG0915002A	Missing
EOG0915002H	Missing
EOG0915002R	Missing
EOG0915002S	Fragmented	utg000033l	1225377	1231757	383.7	567
EOG0915002T	Missing
EOG0915002U	Missing
EOG0915002V	Missing
EOG0915002W	Missing
EOG0915002Y	Missing
EOG09150038	Missing
EOG09150039	Missing
EOG0915003A	Missing
EOG0915003C	Missing
EOG0915003F	Missing
EOG0915003G	Missing
EOG0915003H	Missing
EOG0915003K	Fragmented	utg000002l	16486052	16495857	147.8	261
EOG0915003N	Missing
EOG0915003P	Missing
EOG0915003Q	Missing
EOG09150044	Missing
EOG09150046	Missing
EOG09150048	Missing
EOG0915004B	Missing
EOG0915004D	Missing
EOG0915004G	Missing
EOG0915004N	Missing
EOG0915004P	Missing
EOG0915004R	Missing
EOG0915004S	Missing
EOG0915004Z	Missing
EOG09150052	Missing
EOG09150055	Missing
EOG09150056	Missing
EOG0915005D	Missing
EOG0915005K	Missing
EOG0915005Q	Missing
EOG0915005S	Missing
EOG0915005U	Missing
EOG09150060	Missing
EOG0915006G	Missing
EOG0915006H	Missing
EOG0915006M	Missing
EOG0915006N	Missing
EOG0915006S	Missing
EOG0915006U	Missing
EOG0915006W	Missing
EOG09150070	Missing
EOG0915007E	Missing
EOG0915007K	Missing
EOG0915007O	Missing
EOG0915007Q	Missing
EOG0915007S	Missing
EOG0915007U	Missing
EOG0915007X	Missing
EOG0915007Y	Missing
EOG09150080	Missing
EOG09150083	Missing
EOG09150085	Missing
EOG0915008Q	Missing
EOG09150090	Missing
EOG09150097	Missing
EOG0915009E	Missing
EOG0915009H	Missing
EOG0915009K	Missing
EOG0915009L	Missing
EOG0915009N	Missing
EOG0915009U	Missing
EOG0915009W	Missing
EOG0915009X	Missing
EOG0915009Y	Missing
EOG091500A1	Missing
EOG091500A4	Missing
EOG091500AC	Missing
EOG091500AF	Missing
EOG091500AG	Missing
EOG091500AI	Missing
EOG091500B0	Missing
EOG091500B5	Missing
EOG091500BC	Missing
EOG091500BI	Missing
EOG091500BN	Missing
EOG091500BS	Missing
EOG091500BU	Missing
EOG091500BX	Missing
EOG091500BZ	Missing
EOG091500C2	Missing
EOG091500C6	Missing
EOG091500CC	Missing
EOG091500CK	Missing
EOG091500CM	Missing
EOG091500CP	Missing
EOG091500CW	Missing
EOG091500CY	Missing
EOG091500D6	Missing
EOG091500DA	Missing
EOG091500DC	Missing
EOG091500DG	Missing
EOG091500DI	Missing
EOG091500DL	Missing
EOG091500DQ	Missing
EOG091500E5	Missing
EOG091500EK	Missing
EOG091500EO	Missing
EOG091500ER	Missing
EOG091500EW	Missing
EOG091500EX	Missing
EOG091500EZ	Missing
EOG091500F0	Missing
EOG091500FA	Missing
EOG091500FE	Missing
EOG091500FQ	Missing
EOG091500FS	Missing
EOG091500FU	Missing
EOG091500FZ	Missing
EOG091500G9	Missing
EOG091500GA	Missing
EOG091500GE	Missing
EOG091500GI	Missing
EOG091500GK	Missing
EOG091500GR	Missing
EOG091500GV	Missing
EOG091500GW	Missing
EOG091500GY	Missing
EOG091500H1	Missing
EOG091500H4	Missing
EOG091500H9	Missing
EOG091500HG	Missing
EOG091500HI	Missing
EOG091500HK	Missing
EOG091500HL	Missing
EOG091500HO	Missing
EOG091500HP	Missing
EOG091500HQ	Missing
EOG091500HT	Missing
EOG091500HU	Missing
EOG091500HV	Missing
EOG091500HW	Missing
EOG091500HZ	Missing
EOG091500I1	Missing
EOG091500I5	Missing
EOG091500I8	Missing
EOG091500I9	Missing
EOG091500IB	Missing
EOG091500IJ	Missing
EOG091500IL	Missing
EOG091500IO	Missing
EOG091500IR	Missing
EOG091500IW	Missing
EOG091500J6	Missing
EOG091500J8	Missing
EOG091500JG	Missing
EOG091500JI	Missing
EOG091500JO	Missing
EOG091500JP	Missing
EOG091500JR	Missing
EOG091500K1	Missing
EOG091500K2	Missing
EOG091500K3	Missing
EOG091500K4	Missing
EOG091500K7	Missing
EOG091500KB	Missing
EOG091500KE	Missing
EOG091500KH	Missing
EOG091500KJ	Missing
EOG091500KL	Missing
EOG091500KM	Missing
EOG091500KN	Missing
EOG091500KO	Missing
EOG091500KP	Missing
EOG091500KU	Missing
EOG091500KZ	Fragmented	utg000002l	2818360	2827548	165.3	165
EOG091500L1	Missing
EOG091500L8	Fragmented	utg000003l	8551532	8553358	69.5	136
EOG091500LA	Missing
EOG091500LD	Missing
EOG091500LF	Missing
EOG091500LH	Missing
EOG091500LM	Missing
EOG091500LQ	Missing
EOG091500LT	Missing
EOG091500LV	Missing
EOG091500LW	Missing
EOG091500M4	Missing
EOG091500MB	Missing
EOG091500MC	Missing
EOG091500MD	Missing
EOG091500ME	Missing
EOG091500MF	Missing
EOG091500MJ	Missing
EOG091500MK	Missing
EOG091500ML	Missing
EOG091500MM	Missing
EOG091500MP	Missing
EOG091500MY	Missing
EOG091500N2	Missing
EOG091500N4	Missing
EOG091500N5	Missing
EOG091500N6	Missing
EOG091500N7	Missing
EOG091500N9	Missing
EOG091500NM	Missing
EOG091500NN	Missing
EOG091500NR	Missing
EOG091500NU	Missing
EOG091500NY	Missing
EOG091500O2	Missing
EOG091500O5	Missing
EOG091500O6	Missing
EOG091500O8	Missing
EOG091500OB	Missing
EOG091500OC	Missing
EOG091500ON	Missing
EOG091500OT	Missing
EOG091500OW	Missing
EOG091500OX	Missing
EOG091500OZ	Missing
EOG091500P0	Missing
EOG091500P6	Missing
EOG091500PA	Missing
EOG091500PK	Missing
EOG091500PT	Missing
EOG091500PU	Missing
EOG091500PW	Missing
EOG091500PZ	Missing
EOG091500QA	Missing
EOG091500QG	Missing
EOG091500QJ	Missing
EOG091500QQ	Missing
EOG091500QX	Missing
EOG091500R8	Missing
EOG091500R9	Missing
EOG091500RA	Missing
EOG091500RF	Missing
EOG091500RH	Missing
EOG091500RI	Missing
EOG091500RM	Missing
EOG091500RN	Missing
EOG091500RQ	Missing
EOG091500RR	Missing
EOG091500S7	Missing
EOG091500S9	Missing
EOG091500SA	Missing
EOG091500SK	Missing
EOG091500SL	Missing
EOG091500SS	Missing
EOG091500SW	Missing
EOG091500T0	Missing
EOG091500T3	Missing
EOG091500T4	Missing
EOG091500T8	Missing
EOG091500T9	Missing
EOG091500TA	Fragmented	utg000002l	14307594	14310136	47.4	109
EOG091500TC	Missing
EOG091500TN	Missing
EOG091500TP	Missing
EOG091500U3	Missing
EOG091500U5	Missing
EOG091500U9	Missing
EOG091500UA	Missing
EOG091500UB	Missing
EOG091500UF	Missing
EOG091500UJ	Missing
EOG091500UK	Missing
EOG091500UL	Missing
EOG091500UQ	Missing
EOG091500UY	Missing
EOG091500V2	Missing
EOG091500VA	Missing
EOG091500VB	Missing
EOG091500VP	Missing
EOG091500VT	Missing
EOG091500VX	Missing
EOG091500VY	Missing
EOG091500W0	Missing
EOG091500W1	Missing
EOG091500W8	Missing
EOG091500WB	Missing
EOG091500WC	Missing
EOG091500WE	Missing
EOG091500WF	Missing
EOG091500WL	Missing
EOG091500WO	Missing
EOG091500WP	Missing
EOG091500WS	Missing
EOG091500X3	Missing
EOG091500X5	Missing
EOG091500X8	Missing
EOG091500X9	Missing
EOG091500XC	Missing
EOG091500XD	Missing
EOG091500XN	Missing
EOG091500XP	Missing
EOG091500XU	Missing
EOG091500Y5	Missing
EOG091500Y7	Missing
EOG091500YE	Missing
EOG091500YK	Missing
EOG091500YL	Missing
EOG091500YO	Missing
EOG091500YW	Missing
EOG091500Z3	Missing
EOG091500Z7	Missing
EOG091500ZC	Fragmented	utg000026l	3005839	3014181	213.0	311
EOG091500ZD	Missing
EOG091500ZJ	Missing
EOG091500ZL	Missing
EOG091500ZO	Missing
EOG091500ZQ	Missing
EOG091500ZT	Missing
EOG091500ZV	Missing
EOG091500ZW	Missing
EOG091500ZX	Missing
EOG09150102	Missing
EOG09150108	Missing
EOG0915010E	Missing
EOG0915010F	Fragmented	utg000026l	7442901	7454358	145.6	202
EOG0915010I	Missing
EOG0915010L	Missing
EOG0915010O	Missing
EOG0915010P	Missing
EOG0915010Q	Missing
EOG0915010R	Missing
EOG0915010T	Missing
EOG0915010U	Missing
EOG09150113	Missing
EOG09150118	Missing
EOG0915011B	Missing
EOG0915011E	Missing
EOG0915011F	Missing
EOG0915011H	Missing
EOG0915011I	Missing
EOG0915011L	Missing
EOG0915011M	Missing
EOG0915011P	Missing
EOG0915011W	Missing
EOG09150128	Missing
EOG0915012A	Missing
EOG0915012B	Fragmented	utg000008l	2810355	2813976	281.5	349
EOG0915012N	Missing
EOG0915012S	Missing
EOG0915012U	Missing
EOG0915012V	Missing
EOG0915012Y	Missing
EOG09150138	Missing
EOG09150139	Missing
EOG0915013A	Missing
EOG0915013F	Missing
EOG0915013L	Missing
EOG0915013N	Missing
EOG0915013O	Missing
EOG0915013Q	Missing
EOG0915013R	Missing
EOG0915013W	Missing
EOG0915013Y	Missing
EOG09150142	Missing
EOG09150143	Missing
EOG09150145	Missing
EOG09150146	Missing
EOG09150147	Missing
EOG09150148	Missing
EOG09150149	Missing
EOG0915014B	Missing
EOG0915014E	Missing
EOG0915014K	Missing
EOG0915014Q	Missing
EOG0915014S	Missing
EOG0915014U	Missing
EOG0915014Y	Missing
EOG09150156	Missing
EOG09150157	Missing
EOG0915015F	Missing
EOG0915015I	Missing
EOG0915015M	Missing
EOG0915015P	Missing
EOG0915015Q	Missing
EOG0915015T	Missing
EOG09150161	Missing
EOG0915016A	Missing
EOG0915016D	Missing
EOG0915016G	Missing
EOG0915016L	Missing
EOG0915016O	Missing
EOG0915016Q	Missing
EOG0915016V	Missing
EOG09150173	Missing
EOG0915017A	Missing
EOG0915017D	Missing
EOG0915017P	Missing
EOG0915017Q	Missing
